id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33155292,"Sonha GuestHouse 
Beach & Garden Private Residence",249631667,Samuel,VILA NOVA DE GAIA,Canidelo,41.12786,-8.64992,Entire home/apt,71,3,14,2019-08-06,0.52,2,75
33157260,"T2 plus com piscina e jacuzzi - ""Matilde e Tiago""",7823650,Tiago,VALE DE CAMBRA,Macieira de Cambra,40.86272,-8.37283,Entire home/apt,101,2,7,2021-06-30,0.29,8,322
33157659,"Aramont White Studio, Paranhos, Porto",4404681,Joana,PORTO,Paranhos,41.16977,-8.6034,Entire home/apt,65,7,0,,,4,41
33158410,"Aramont Black Studio, Paranhos, Porto",4404681,Joana,PORTO,Paranhos,41.16977,-8.6034,Entire home/apt,65,7,0,,,4,155
33158435,"T2 deluxe, com Piscina e Jacuzzi ""Romeu e Julieta""",7823650,Tiago,VALE DE CAMBRA,Macieira de Cambra,40.86133,-8.37415,Entire home/apt,101,2,9,2019-09-24,0.37,8,319
33158719,Charming and relaxing ML Republic apartment,64196096,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15529,-8.61145,Entire home/apt,41,2,6,2020-12-17,0.22,11,0
33158740,"T1 com Piscina e Jacuzzi - ""Penélope e  Ulisses""",7823650,Tiago,VALE DE CAMBRA,Macieira de Cambra,40.86335,-8.37403,Entire home/apt,85,2,7,2019-07-27,0.30,8,325
33162161,Domus 21 - Velvet (Formosa),154599542,Gabriela Alina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14806,-8.60389,Entire home/apt,75,1,7,2020-02-23,0.26,7,347
33181685,Sunset Bedroom at Póvoa,69303400,Leandro,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38216,-8.748,Private room,30,1,5,2019-08-28,0.18,2,333
33190566,Radio Beach & Garden Private GuestHouse,249631667,Samuel,VILA NOVA DE GAIA,Canidelo,41.12874,-8.64979,Entire home/apt,84,3,13,2019-11-25,0.49,2,0
33190968,Casa/Home Fernando,100209196,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15062,-8.6101,Entire home/apt,52,3,68,2021-06-24,2.55,5,240
33211023,GuestReady- The UN- Almada House Duplex 4.2,4207615,Oporto City Flats,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14626,-8.61225,Entire home/apt,54,2,26,2019-09-18,0.97,29,337
33211255,PORTO  RIVER  HOUSE  CENTER,250054559,Petronela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14303,-8.61464,Entire home/apt,79,1,67,2021-06-24,2.47,3,341
33211374,AP PORTO PRAIA,210575069,Maria,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15018,-8.67552,Entire home/apt,65,4,17,2019-12-09,0.81,1,53
33215169,Art & City VI with garden,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14992,-8.61729,Entire home/apt,65,2,59,2020-03-01,2.17,17,288
33215583,Marias River Apartment,250086123,Nuno,PORTO,Lordelo do Ouro e Massarelos,41.14678,-8.62784,Entire home/apt,49,2,12,2019-05-25,0.48,1,355
33215667,Oporto Invite São Lázaro Studio (City Center),92456130,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14606,-8.60323,Entire home/apt,49,1,21,2020-03-12,0.91,57,354
33215845,Oporto Invite - S. Bento Studio Frt.,92456130,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1439,-8.61144,Entire home/apt,69,1,34,2019-10-22,1.30,57,365
33217360,Oporto Invite - S. Bento Studio Tr.,92456130,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1452,-8.61171,Entire home/apt,59,1,28,2019-11-16,1.05,57,283
33217978,A  room in a sunny home,250103964,Telma,VILA NOVA DE GAIA,São Félix da Marinha,41.04011,-8.64862,Private room,30,1,51,2019-06-17,1.88,1,64
33218592,Momentos divinos Ap. Inteiro no centro da cidade,218981707,Momentos Divinos ( Patrícia ),PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14955,-8.60999,Entire home/apt,40,2,67,2019-10-17,2.79,1,118
33219146,GuestReady - Sunny disposition,364783572,GuestReady,PORTO,Bonfim,41.14715,-8.59333,Entire home/apt,34,2,75,2019-09-28,3.19,338,166
33225221,Moreira Oporto Apartment 3,33118974,Horácio,PORTO,Bonfim,41.15281,-8.60182,Entire home/apt,56,1,0,,,5,182
33225236,Portuguese hidden gem,250168262,Ana,PORTO,Campanhã,41.14676,-8.58741,Entire home/apt,50,3,3,2019-07-02,0.11,1,0
33241069,"House with 5 bedrooms in Porto, with wonderful city view, enclosed garden and WiFi - 5 km from the beach",137500257,"Loic, Estelle & Co",PORTO,Paranhos,41.17386,-8.58792,Entire home/apt,395,1,1,2019-09-29,0.05,11,364
33241205,First floor in rural Maia,250287298,Manuel,MAIA,Castêlo da Maia,41.27071,-8.59285,Entire home/apt,80,2,1,2019-05-31,0.04,1,180
33242797,GuestReady - Porto Panoramic View,150123629,Rita,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13804,-8.62555,Entire home/apt,25,2,58,2019-10-10,2.09,3,349
33244049,GuestReady - Marbel Sky,203695304,Pedro E Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14632,-8.60997,Entire home/apt,35,2,93,2019-09-07,3.37,4,262
33249472,Sunset Bedroom 2 at Póvoa,69303400,Leandro,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38232,-8.74815,Private room,25,1,7,2020-08-17,0.31,2,282
33267308,Largo da Fontinha Trindade Metro Station,217716938,Fabio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15416,-8.606,Entire home/apt,70,5,1,2020-01-15,0.06,3,0
33269711,Samba,250524263,Entre Amigos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16195,-8.62279,Private room,24,14,4,2019-12-07,0.18,15,92
33273300,Space Travel Apartment,250561443,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1564,-8.61985,Entire home/apt,121,3,29,2019-11-09,1.07,1,330
33288009,2BR Apartment in lovely Portuguese Fishing Village,54981748,Yudith,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14291,-8.64664,Entire home/apt,45,2,12,2021-06-20,0.95,1,311
33308344,Charming House Portas da Maia,250879148,Maria,MAIA,Cidade da Maia,41.23776,-8.61451,Private room,265,2,1,2019-06-10,0.04,6,363
33309429,PortuLiving Bessa CharmingApartment - free park,172156409,PortuLiving,PORTO,Ramalde,41.16098,-8.64283,Entire home/apt,250,3,31,2019-11-20,1.17,4,5
33312059,Design Studio Apartment at Constituição,23585920,Lisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16325,-8.61194,Entire home/apt,41,5,12,2019-05-22,0.44,10,205
33312127,Velasmar B - Apartamento T1 com vista de jardim,247037366,António,SANTO TIRSO,"St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães",41.33833,-8.4714,Entire home/apt,79,1,0,,,2,229
33313810,Velasmar C - Apartamento T1 com vista de jardim,247037366,António,SANTO TIRSO,"St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães",41.33833,-8.4714,Entire home/apt,79,1,4,2019-07-16,0.17,2,228
33314918,Casa da Encosta,120959753,Adelino - Paula,GONDOMAR,Melres e Medas,41.07489,-8.41345,Entire home/apt,184,3,37,2019-08-08,1.41,1,192
33327708,"Romantic Getaway Suite - Trindade, Porto",195858923,Fernando,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15372,-8.6111,Entire home/apt,68,2,5,2019-06-06,0.18,1,353
33345394,GuestReady - Above the Well - 2L,364783572,GuestReady,PORTO,Bonfim,41.14828,-8.60022,Entire home/apt,28,2,60,2019-09-08,2.16,338,191
33346274,GuestReady - Above the Well - 2R,364783572,GuestReady,PORTO,Bonfim,41.14892,-8.60034,Entire home/apt,28,2,58,2019-12-12,2.11,338,191
33356135,Porto Sereno | Guest House - Grey suite,247051195,Porto,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18797,-8.69841,Hotel room,80,1,6,2020-02-01,0.22,7,179
33356864,Porto Sereno | Guest House - Light Blue suite,247051195,Porto,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18942,-8.69777,Hotel room,87,1,11,2019-08-17,0.41,7,180
33368236,Flores Plaza Apartment by Quay- Sé Cathedral view,251371518,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14323,-8.61364,Entire home/apt,100,2,76,2021-07-02,2.81,1,211
33369388,Blue River - Balcony Panoramic View,34445965,Sérgio,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13352,-8.62159,Entire home/apt,120,2,0,,,4,0
33370896,Maia Center Apartment,222543600,Carla,MAIA,Cidade da Maia,41.23226,-8.62289,Entire home/apt,50,1,30,2019-09-26,1.10,1,115
33382246,Your cosy spot,17039060,Lofts Of Sensations,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16221,-8.62264,Entire home/apt,65,2,7,2019-11-03,0.26,11,365
33384371,Get a Golden and Flower Flat,25966212,Elsa Pereira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14707,-8.60276,Entire home/apt,65,2,35,2019-12-07,1.29,8,301
33385231,GuestHouse Antas room n1,247459694,Diogo,PORTO,Paranhos,41.16603,-8.59254,Private room,60,2,0,,,2,364
33385862,GuestHouse Antas room n2,247459694,Diogo,PORTO,Bonfim,41.1666,-8.5918,Private room,60,2,0,,,2,364
33390865,Casa S. Martinho,251538630,João,OLIVEIRA DE AZEMÉIS,São Martinho da Gândara,40.84499,-8.51481,Private room,35,1,4,2019-08-07,0.17,1,353
33391606,CM Vintage Apartments - Breiner,49819978,Oporto Guest,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1519,-8.61793,Entire home/apt,51,2,16,2019-08-20,0.63,23,358
33398134,OPORTO House AL,251604192,Cristina,MAIA,Moreira,41.238,-8.66559,Entire home/apt,156,1,0,,,5,122
33398990,Downtown Fantail Apartment,251608917,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14836,-8.61366,Entire home/apt,156,2,32,2019-06-19,1.18,1,325
33419358,HOMELY PORTO,139110639,Ruis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14426,-8.60875,Entire home/apt,75,2,35,2019-10-23,1.29,44,130
33421797,Porto Trindade 332,251766454,Laure,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15348,-8.61024,Entire home/apt,29,2,75,2021-06-25,2.77,2,288
33428847,Sancha apartment - in the center near Aliados,251829873,Gereviana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1528,-8.60713,Entire home/apt,98,3,20,2019-10-13,0.75,1,136
33439549,HM - Living Batalha Square 1,47191303,Home Me,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14509,-8.60691,Entire home/apt,86,1,73,2020-03-14,2.68,33,353
33439846,(2)75 ㎡ ⭐AC Apartments ❤️ of Port Wine Cellars,242741951,Ac,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13473,-8.61169,Entire home/apt,55,3,38,2019-10-14,1.39,3,326
33440003,(1)75 ㎡ ⭐AC Apartments ❤️ of Port Wine Cellars,242741951,Ac,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13449,-8.61246,Entire home/apt,55,3,1,2021-05-30,0.71,3,235
33441203,Liiiving in Porto | Bright Light Studio,30907275,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16026,-8.60547,Entire home/apt,93,2,3,2020-11-06,0.12,74,159
33444948,HM - Living Batalha Square 2,47191303,Home Me,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14509,-8.60468,Entire home/apt,104,1,67,2020-10-06,2.46,33,146
33445589,"Beach House, Labruge",2169711,Portuguese Heritage Houses,VILA DO CONDE,Labruge,41.27426,-8.72653,Entire home/apt,160,3,3,2019-07-02,0.13,1,319
33449664,"Casa da Vila Guest House
S.P Rates
Póvoa de Varzim",251836421,Gena,PÓVOA DE VARZIM,Rates,41.42649,-8.67173,Entire home/apt,32,1,34,2019-10-02,1.23,1,257
33451738,Porto Belomonte Flats,252012606,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14382,-8.61719,Entire home/apt,64,2,18,2019-10-03,0.66,2,0
33452746,Porto Belomonte Flats - T2,252012606,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14206,-8.61584,Entire home/apt,76,2,10,2019-08-05,0.38,2,1
33464639,Apartamento a 50 metros da Praia - Póvoa de Varzim,28504504,Joana,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38249,-8.76676,Entire home/apt,80,3,0,,,9,315
33466273,Poveiros Oporto Center by Guest SPA,8767890,Susana & Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14605,-8.60388,Entire home/apt,50,3,80,2020-01-20,3.00,5,163
33467175,Central Porto Architecture Apartment,186492642,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15689,-8.61871,Entire home/apt,80,2,27,2020-02-24,1.00,2,187
33467914,Opo52 Downtown,251985368,Opo52,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14435,-8.61082,Entire home/apt,77,2,4,2019-09-23,0.24,1,146
33474420,Stylish Loft Loft Near D Luíz Bridge - 5 min walk,28091677,Ricardo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13601,-8.60566,Entire home/apt,39,2,46,2019-10-29,1.94,4,58
33491791,Lovely House 4 Bedroom-City Center,252342571,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15054,-8.61334,Entire home/apt,119,1,17,2020-10-04,0.73,1,136
33492432,PORTO SHAPES AP,77547803,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15083,-8.61938,Entire home/apt,60,2,42,2019-09-29,1.55,1,251
33504970,Quarto Miguel Charming House Portas da Maia Casal,250879148,Maria,MAIA,Cidade da Maia,41.23863,-8.61459,Private room,75,2,0,,,6,363
33505647,Quarto Rita Charming House Portas da Maia (duplo),250879148,Maria,MAIA,Cidade da Maia,41.2376,-8.61301,Private room,75,2,0,,,6,365
33506658,Quarto Ana Charming House Portas da Maia,250879148,Maria,MAIA,Cidade da Maia,41.23823,-8.61495,Private room,75,2,0,,,6,179
33507109,Quarto Ana 1 cama ext. Charming House Portas Maia,250879148,Maria,MAIA,Cidade da Maia,41.23745,-8.61498,Private room,95,2,0,,,6,179
33507268,Quarto Ana 2 extra Charming House Portas  da Maia,250879148,Maria,MAIA,Cidade da Maia,41.23728,-8.61311,Private room,115,2,0,,,6,363
33509405,Cedofeita Paradise with self check in,24111791,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15244,-8.61858,Entire home/apt,64,1,24,2019-06-28,0.88,7,326
33513098,Clérigos Apartments - Apt. 4D for 3/4 People,130612073,3M'S - City & Country Rentals,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14693,-8.61303,Entire home/apt,66,2,51,2019-11-23,2.29,4,356
33517153,"Oporto Antas, a pleasant apartment with 2 bedrooms",251783008,Oporto,PORTO,Bonfim,41.15994,-8.59576,Entire home/apt,80,5,5,2019-06-12,0.19,1,90
33540548,Charming Luxurious Flat w/ Garage by Host Wise,12730028,Host Wise,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15371,-8.6169,Entire home/apt,403,2,37,2020-01-05,1.40,112,329
33551618,Studio with City View,16922131,Bateira E Ferreira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14971,-8.6075,Entire home/apt,86,1,1,2020-08-06,0.09,50,326
33551771,Green room in Porto,204522262,Túlio,PORTO,Paranhos,41.1705,-8.59568,Private room,14,2,4,2019-04-16,0.17,3,0
33569619,Cozy and big double room near to the metro,204522262,Túlio,PORTO,Paranhos,41.16989,-8.5946,Private room,22,1,9,2019-07-31,0.33,3,0
33569854,Studio Calm In Fabrica,11719083,Paula Alexandra Ferreira,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14631,-8.61381,Entire home/apt,28,2,45,2019-08-13,1.63,4,293
33572574,Cozy Stay | Noshi Studios I,252976439,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14785,-8.61737,Entire home/apt,125,2,0,,,2,252
33573389,Cozy Stay | Noshi Studios II,252976439,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14843,-8.61732,Entire home/apt,125,2,1,2019-08-22,0.04,2,252
33577997,Bonjardim City Flats - Top Floor,164595585,Nomad City Flats,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15904,-8.6072,Entire home/apt,69,2,2,2019-08-07,0.08,33,365
33579954,BB1 downtown studio. Clean&Safe Certified by HACCP,6369029,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15454,-8.60762,Entire home/apt,20,2,38,2020-09-08,1.56,14,263
33581891,BB2 Downtown studio. Clean&Safe Certified by HACCP,6369029,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15423,-8.6071,Entire home/apt,15,30,13,2020-08-07,0.57,14,144
33582477,BB4 Downtown studio. Clean&Safe Certified by HACCP,6369029,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15329,-8.60726,Entire home/apt,18,2,15,2021-05-30,0.64,14,89
33582483,BB5 Downtown studio. Clean&Safe Certified by HACCP,6369029,Teresa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15404,-8.60569,Entire home/apt,20,7,18,2020-03-07,0.76,14,104
33586689,CLEAN & COOL & CENTRAL: Porto's downtown!,113282651,Rafaela,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14743,-8.61474,Entire home/apt,32,1,61,2021-06-23,2.22,1,155
33592000,Guesthouse center Porto,253131667,Rotas,PORTO,Paranhos,41.16594,-8.61946,Private room,46,1,0,,,1,83
33616651,APA 12,52116864,João,ESPINHO,Espinho,41.00835,-8.64287,Entire home/apt,120,2,8,2019-06-27,0.30,1,144
33626525,GuestReady - Oporto Moreira Apartments 2,364783572,GuestReady,PORTO,Bonfim,41.15428,-8.60177,Entire home/apt,30,2,19,2019-07-18,0.71,338,182
33658260,Alegria 120/RCF - Espaçoso Mezzanine - Parking,194915090,Ricardo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1492,-8.60498,Entire home/apt,60,2,12,2019-08-17,0.44,7,179
33659560,The Shore @ GreenCoast - Waterfront Beach House,131440428,Elisa & André,ESPINHO,Espinho,41.00666,-8.64515,Entire home/apt,169,4,13,2021-03-28,0.50,3,297
33661969,Sea You Matosinhos (free parking),253687815,Ana & António,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18122,-8.69209,Entire home/apt,155,5,36,2020-08-23,1.33,1,125
33662236,Blue room,253704962,SraHora,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19077,-8.66024,Private room,20,2,41,2021-06-23,1.51,3,355
33662565,Yellow Room,253704962,SraHora,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18993,-8.65966,Private room,21,2,44,2020-02-13,1.63,3,324
33679936,Boavista Terrace Apartment,253856260,Vasco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15446,-8.61334,Entire home/apt,70,2,40,2019-09-09,1.49,1,324
33682320,Cosy apartment,77711518,Ines,PORTO,Lordelo do Ouro e Massarelos,41.15508,-8.62853,Entire home/apt,45,5,5,2019-09-22,0.21,2,0
33690370,Studio on the park,91583433,Brooke,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14785,-8.61698,Entire home/apt,85,1,32,2020-02-24,1.22,2,176
33700565,TRENDY  PORTO,139110639,Ruis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14878,-8.60249,Entire home/apt,120,2,30,2020-03-15,1.10,44,193
33700787,"Casa da Bolsa, Ribeira do Porto",6787366,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14196,-8.61693,Entire home/apt,60,2,4,2019-10-20,0.15,21,101
33701629,Black and White 4th Floor - Downtown Apartment,254030787,Altino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15538,-8.61906,Entire home/apt,60,3,29,2019-12-09,1.06,1,242
33706370,Guestify Apartment,132601835,Guestify,PORTO,Bonfim,41.1468,-8.60036,Entire home/apt,80,1,12,2019-06-11,0.44,31,243
33708235,Sweet en suit room,663708,Gabriela,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19517,-8.65974,Private room,30,2,4,2019-06-26,0.15,3,365
33711629,The Santa Catarina @ Free inside Parking + Lift.,2730238,Daniel Y Nuno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14444,-8.60575,Entire home/apt,93,2,39,2019-08-29,1.59,8,318
33718771,GuestReady - Paragon in Porto,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16289,-8.62352,Entire home/apt,34,1,119,2019-12-26,4.38,338,336
33725488,"""Estrelinha""",254234594,Tatiana,ESPINHO,Anta e Guetim,41.0109,-8.63127,Private room,20,1,55,2021-07-02,2.31,1,27
33729376,Douro View - Charming Apartment,254257271,You Are Welcome,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13354,-8.60814,Entire home/apt,120,3,22,2020-01-25,0.81,1,70
33729812,Douro Views Duplex by Sabrab,85626451,Miguel,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.14211,-8.6251,Entire home/apt,198,2,18,2020-12-17,1.04,2,357
33731198,Villa D'Ouro - Clean&Safe,254267417,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14554,-8.62364,Entire home/apt,323,2,30,2019-10-31,1.34,1,58
33731710,"OportoNature -  a Natureza, 20 min do centro Porto",11724950,Jacob,VILA DO CONDE,Malta e Canidelo,41.30848,-8.64216,Private room,80,3,0,,,2,365
33731785,Downtown Balcony Apartment w/ Free Parking by LovelyStay,280564100,LovelyStay,PORTO,Bonfim,41.15134,-8.59952,Entire home/apt,69,2,67,2020-09-10,2.48,89,327
33732492,Porto Premium River View I - Clean&Safe,254274730,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14014,-8.61594,Entire home/apt,93,2,10,2021-07-08,1.58,2,338
33733040,Oporto Invite - Taipas Historical Center (1),92456130,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1428,-8.61649,Entire home/apt,99,1,0,,,57,359
33735310,Oporto Invite - Taipas Historical Center (15),92456130,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14243,-8.61811,Entire home/apt,98,1,0,,,57,365
33739331,Orange Apartment with Balcony,160501412,Joao,PORTO,Paranhos,41.16697,-8.60573,Entire home/apt,63,2,4,2020-03-30,0.23,7,0
33740245,Oporto Invite - Taipas Historical Center (5),92456130,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14335,-8.61486,Entire home/apt,98,1,0,,,57,362
33740389,"1Beach, Pool and Tennis 10min. downtown Porto",625145,Manuel & Family,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.0809,-8.64591,Private room,27,1,71,2019-08-19,2.62,6,340
33740403,OPORTO House AL,251604192,Cristina,MAIA,Moreira,41.2391,-8.66371,Entire home/apt,131,1,1,2019-06-26,0.04,5,122
33740890,OPORTO House AL,251604192,Cristina,MAIA,Moreira,41.2382,-8.66241,Entire home/apt,106,1,0,,,5,122
33741083,OPORTO House AL,251604192,Cristina,MAIA,Moreira,41.23763,-8.66394,Entire home/apt,85,1,0,,,5,122
33741180,OPORTO House AL,251604192,Cristina,MAIA,Moreira,41.23806,-8.66344,Entire home/apt,63,1,0,,,5,122
33743355,"NEW!! Galé 408 Center Apartment (wifi, parking...)",254358218,Manuel E Ana,PORTO,Bonfim,41.14911,-8.59812,Entire home/apt,55,2,15,2020-08-03,0.56,4,298
33747576,"Luz da Mouzinho, Downtown",54040900,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14351,-8.61303,Entire home/apt,70,2,44,2020-01-06,1.62,16,330
33749064,Airy studio close to restaurants and shopping,173993961,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14627,-8.60349,Entire home/apt,44,1,86,2020-02-20,3.19,4,352
33760502,HM - Oporto Cedofeita 500B,47191303,Home Me,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15444,-8.61886,Entire home/apt,75,1,25,2019-06-11,0.92,33,18
33764738,Modern apartment next to CUF Hospital and beaches,254529406,Tiago,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.17632,-8.66923,Entire home/apt,75,1,2,2019-12-30,0.09,1,179
33765378,São Bento Hill View,254535787,Simão,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14415,-8.61067,Entire home/apt,65,2,81,2020-10-05,2.98,1,314
33765530,House with big garden/ping pong closeto everything,62059521,Raphael,PORTO,Ramalde,41.17907,-8.64768,Entire home/apt,215,2,1,2019-06-02,0.04,1,270
33769546,Casa Verde Mar,187929994,Lígia,VILA NOVA DE GAIA,Arcozelo,41.0465,-8.64926,Entire home/apt,100,2,4,2020-08-27,0.16,4,318
33769626,HM - Oporto Cedofeita 500E,47191303,Home Me,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1533,-8.61778,Entire home/apt,92,1,32,2019-09-21,1.18,33,343
33769846,*SPECIAL DEALS * The Wondrous Apartment,71506208,Carolina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14718,-8.60811,Entire home/apt,55,1,106,2020-03-13,3.94,38,292
33770160,Casa Verde Mar 2,187929994,Lígia,VILA NOVA DE GAIA,Arcozelo,41.04634,-8.6482,Entire home/apt,50,2,9,2019-07-24,0.37,4,313
33770180,CAMPINHO APARTMENTS PORTO DOWNTOWN,254568492,Afonso,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1465,-8.60508,Entire home/apt,89,2,0,,,1,0
