id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33771240,GuestReady - Cedofeita Lux Design,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14939,-8.61825,Entire home/apt,41,2,97,2019-10-13,3.57,338,321
33792409,Top Location ➔ Best Restaurants ★ Spacious & Quiet,205776921,Ana & Daniel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14516,-8.60382,Entire home/apt,29,1,108,2020-07-27,3.96,11,153
33792936,Black and White 1 - Downtown Apartment,254978504,Altino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15538,-8.61906,Entire home/apt,43,2,33,2019-05-06,1.27,1,174
33793080,Trindade City Center Studio,121245519,Damas,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1518,-8.61138,Entire home/apt,50,3,13,2019-09-27,0.48,3,365
33795602,GuestReady - RiverWood Mezz,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14318,-8.61379,Entire home/apt,36,2,82,2019-10-26,3.05,338,324
33796582,Liiiving In Porto | Aliados Luxury Apartment III,30907275,Liiiving,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14824,-8.61143,Entire home/apt,108,2,6,2019-10-03,0.23,74,174
33796726,Porto Prestige Flat,76223539,BnBird Homes,PORTO,Ramalde,41.16357,-8.64818,Entire home/apt,43,3,13,2020-09-12,0.49,37,227
33797137,Aliados by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14539,-8.61197,Entire home/apt,129,1,10,2019-05-18,0.43,15,365
33797164,RiverView RIBEIRA by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.140217,-8.614984,Entire home/apt,72,1,0,,,15,362
33800334,➤ Luxury Romantic apartment with Jacuzzi for 2,199285591,Judite,PORTO,Lordelo do Ouro e Massarelos,41.15839,-8.63259,Entire home/apt,119,1,115,2021-06-29,4.31,15,324
33801564,Porto Premium River View II - Clean&Safe,254274730,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14014,-8.61594,Entire home/apt,110,2,21,2021-04-18,18.00,2,250
33807124,Cama em casa com piscina em frente ao mar,48622693,Aline,VILA NOVA DE GAIA,São Félix da Marinha,41.038,-8.64798,Shared room,12,1,11,2019-07-17,0.45,7,0
33818288,Oporto Waves - 6,255333448,Oporto,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18052,-8.69347,Entire home/apt,91,2,7,2021-06-25,0.26,6,331
33819035,Oporto Waves - 5,255333448,Oporto,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18062,-8.69186,Entire home/apt,85,2,7,2021-02-03,0.93,6,346
33819362,Oporto Waves - 3,255333448,Oporto,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18143,-8.69317,Entire home/apt,91,2,3,2021-05-02,0.12,6,343
33819588,Own Places | Ocean View Apartment,255338584,OwnPlaces,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.17294,-8.68869,Entire home/apt,180,2,18,2020-12-25,0.69,1,295
33819674,Oporto Waves - 2,255333448,Oporto,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18134,-8.6934,Entire home/apt,91,2,13,2021-05-26,0.54,6,345
33819832,Oporto Waves - 1,255333448,Oporto,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18039,-8.69288,Entire home/apt,91,2,10,2021-06-24,0.62,6,340
33821157,Heart of Porto Studio by LovelyStay,280564100,LovelyStay,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14753,-8.61452,Entire home/apt,45,2,11,2021-06-12,0.47,89,234
33823816,HM - Oporto Cedofeita 500C,47191303,Home Me,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15311,-8.61881,Entire home/apt,84,1,26,2019-08-29,0.96,33,238
33827669,Apartamento Almirante,255401547,Almirante,PORTO,Paranhos,41.16657,-8.61277,Entire home/apt,94,2,7,2020-09-18,0.26,1,40
33828038,Calm and Confort - Duplex 3 bedroom apartment,255399055,Jorge,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18886,-8.60312,Entire home/apt,82,3,9,2020-02-17,0.34,1,334
33830865,Baixa24 - P1R - New Apt in the Historic Center,252729505,Alex,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14932,-8.61299,Entire home/apt,65,2,67,2020-10-04,2.58,18,190
33833886,"Mercadores Apartment, historic building in Downtown",54040900,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14307,-8.61404,Entire home/apt,70,2,85,2020-01-07,3.25,16,312
33835344,Beringela Apartment,255467957,Ariana,PORTO,Bonfim,41.14956,-8.59267,Entire home/apt,33,2,68,2020-10-05,2.51,1,5
33847303,Flores 260 Luxury & Cosy Apart. in Historic Center,78792826,Paulo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14418,-8.61314,Entire home/apt,75,2,52,2021-06-06,2.17,1,212
33862087,Amazing Seaport view at Porto Sereno top suite,247051195,Porto,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18815,-8.69871,Hotel room,99,1,3,2019-10-10,0.12,7,359
33865845,Lemon Tree Apartment,163459753,Maria,VILA DO CONDE,Azurara,41.34649,-8.73227,Entire home/apt,66,2,8,2019-07-12,0.31,1,1
33865972,GuestReady - Miragaia Green,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14296,-8.61877,Entire home/apt,34,2,74,2019-10-11,2.78,338,323
33872424,Quinta do Pomarinho - Twin  Heras,255777482,Pedro,AROUCA,Arouca e Burgo,40.92375,-8.25083,Private room,80,2,0,,,3,127
33876750,Nice Room near city center,221577836,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1599,-8.6116,Private room,30,2,17,2019-09-13,0.63,2,0
33881216,Cornucópia Central,710563,Joao,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15496,-8.61997,Entire home/apt,52,2,5,2019-08-05,0.20,2,0
33900199,Cama em casa com piscina em frente ao mar,48622693,Aline,VILA NOVA DE GAIA,São Félix da Marinha,41.03766,-8.64931,Shared room,12,1,6,2019-08-29,0.23,7,0
33900433,Cama em casa com piscina em frente ao mar,48622693,Aline,VILA NOVA DE GAIA,São Félix da Marinha,41.03888,-8.64912,Shared room,12,1,5,2019-08-17,0.20,7,0
33900602,Cama em casa com piscina em frente ao mar,48622693,Aline,VILA NOVA DE GAIA,São Félix da Marinha,41.03949,-8.64917,Shared room,12,1,17,2019-06-09,0.65,7,0
33900823,Cama em casa com piscina em frente ao mar,48622693,Aline,VILA NOVA DE GAIA,São Félix da Marinha,41.03726,-8.64898,Shared room,12,1,5,2019-06-10,0.19,7,0
33901269,Quarto em casa com piscina em frente ao mar,48622693,Aline,VILA NOVA DE GAIA,São Félix da Marinha,41.03797,-8.6471,Private room,32,1,16,2019-09-27,0.65,7,0
33907216,Casa Durão,256050257,Fatima,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14409,-8.60843,Entire home/apt,120,2,20,2019-11-02,0.75,1,282
33910561,Penthouse on the park,91583433,Brooke,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1477,-8.61782,Entire home/apt,125,2,45,2020-03-03,1.72,2,331
33921402,The Porto Concierge - Alegria Downtown,256164370,Maria Luisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15064,-8.60313,Entire home/apt,50,2,37,2020-01-02,1.47,1,365
33922718,Guestready - MusicHall - A Star is Born,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15998,-8.62963,Entire home/apt,24,1,127,2020-10-22,4.68,338,344
33923017,GuestReady - MusicHall - Dirty Dancing,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16019,-8.6316,Entire home/apt,24,1,87,2020-10-30,3.22,338,350
33923512,GuestReady - MusicHall - Into the Wild,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15863,-8.62987,Entire home/apt,24,1,126,2020-02-08,4.65,338,331
33924148,GuestReady - MusicHall - Once,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15847,-8.63,Entire home/apt,24,1,112,2019-10-05,4.18,338,336
33924398,GuestReady - MusicHall - Yellow Submarine,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16054,-8.6303,Entire home/apt,24,1,102,2020-08-07,3.83,338,351
33924572,GuestReady - MUSICHALL - The Sound of Music,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1586,-8.63149,Entire home/apt,24,1,108,2020-06-21,4.01,338,352
33924843,GuestReady - MusicHall - Habana Blues,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1587,-8.6319,Entire home/apt,24,1,112,2019-07-21,4.14,338,347
33925003,GuestReady - MusicHall - Moulin Rouge,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15996,-8.63166,Entire home/apt,24,1,121,2019-07-22,4.48,338,349
33925175,GuestReady - MUSICHALL - The Phantom of the Opera,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15914,-8.62973,Entire home/apt,25,1,95,2019-04-30,3.51,338,326
33925314,GuestReady - MusicHall - Bohemian Rhapsody,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15869,-8.63119,Entire home/apt,24,1,107,2020-03-10,3.97,338,348
33929340,QUARTO DE SOLTEIRO DE SONHO,192108763,Gisela,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19555,-8.60274,Private room,10,275,0,,,1,365
33932455,The Pirate's Nest - Vila Chã,256234953,Anselmo,VILA DO CONDE,Vila Chã,41.29111,-8.73215,Entire home/apt,80,2,10,2019-09-06,0.38,1,33
33939345,Luz de Damiao apartment,256282616,Lidija,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16089,-8.61115,Entire home/apt,55,3,34,2019-07-04,1.31,1,0
33940423,Quarto compartilhado,165993743,Wagner,GONDOMAR,Rio Tinto,41.18503,-8.58085,Shared room,100,1,0,,,1,363
33957042,Moon Room at Fatima's House - Cedofeita,30068812,Fátima,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15647,-8.61792,Private room,20,1,35,2019-09-18,1.36,3,329
33957422,Rocha’s Apartment REMODELADO! Na praia com terraço,256412266,Sara,VILA NOVA DE GAIA,Canidelo,41.12209,-8.66143,Entire home/apt,120,3,18,2021-06-04,0.71,1,127
33958464,PBTR: Apartment with Balcony and River View,143691987,Raquel,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13753,-8.61271,Entire home/apt,96,1,66,2020-01-25,2.52,4,349
33959429,Daisy Corner by the River,256426531,Sofia,VILA DO CONDE,Vila do Conde,41.35162,-8.74086,Entire home/apt,70,2,11,2019-09-22,0.41,1,156
33960473,GuestReady - Visconde Mezzanine,364783572,GuestReady,PORTO,Bonfim,41.14801,-8.60095,Entire home/apt,26,2,109,2020-02-07,4.02,338,328
33962467,Made in You - Oporto Guesthouse - Y Room,256449125,Made In You,PORTO,Paranhos,41.16694,-8.61985,Private room,27,1,45,2019-11-07,1.88,5,217
33966896,"Apartamento para Férias, de frente para o Mar",256481875,Clara,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38858,-8.77314,Entire home/apt,100,7,2,2019-12-28,0.08,1,282
33967835,Blue River - Oporto Panoramic Garden,34445965,Sérgio,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13392,-8.62113,Entire home/apt,70,2,3,2019-07-27,0.13,4,0
33968425,Blue River - Oporto Panoramic Studio,34445965,Sérgio,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13465,-8.62304,Entire home/apt,65,2,0,,,4,0
33972181,Alex Apartment in Porto/Gaia,117589393,Alexandra,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13537,-8.60841,Entire home/apt,60,2,10,2019-10-20,0.45,1,85
33980720,Clérigos 168  : Explore Porto from an Elegant home,256585382,Desiree Lydia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14412,-8.6148,Entire home/apt,57,2,79,2020-03-11,3.02,1,308
33986751,Stay in Vila do Conde,246590867,Mariana,VILA DO CONDE,Vila do Conde,41.35072,-8.74721,Entire home/apt,70,3,1,2019-07-08,0.04,2,254
33990193,Baixa24 - 5 Modern Porto Downtown Studios,252729505,Alex,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14932,-8.61299,Entire home/apt,400,1,3,2019-10-13,0.13,18,99
33991307,✪ Luxury Penthouse apartment with Jacuzzi for 2  ✪,199285591,Judite,PORTO,Lordelo do Ouro e Massarelos,41.15839,-8.63259,Entire home/apt,113,1,221,2020-12-05,8.28,15,271
33991615,➤ Designer 3 Bedroom apartment + Parking,199285591,Judite,PORTO,Lordelo do Ouro e Massarelos,41.15839,-8.63259,Entire home/apt,184,1,91,2021-07-04,3.45,15,326
33992265,✐ Cosy Luxury apartment + Parking,199285591,Judite,PORTO,Lordelo do Ouro e Massarelos,41.15839,-8.63259,Entire home/apt,76,1,75,2020-02-18,2.82,15,316
33992677,✪ Classic cosy flat with views to Casa da Musica,199285591,Judite,PORTO,Lordelo do Ouro e Massarelos,41.15839,-8.63259,Entire home/apt,68,1,59,2019-10-03,2.22,15,325
33992902,✪ Cosy Romantic Flat for 2 + Parking ✪,199285591,Judite,PORTO,Lordelo do Ouro e Massarelos,41.15839,-8.63259,Entire home/apt,61,1,93,2021-06-25,3.49,15,318
33993109,➠ Cosy Romantic apartment in the center,199285591,Judite,PORTO,Lordelo do Ouro e Massarelos,41.15839,-8.63259,Entire home/apt,65,1,67,2020-01-26,2.51,15,307
34007440,City Heart Place 1,90781628,Susana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15006,-8.60653,Entire home/apt,63,1,41,2019-09-19,1.59,6,144
34008783,Guest H4U - Private room share bathroom,5639436,Isa,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.37558,-8.75469,Private room,21,3,2,2019-05-18,0.22,23,0
34011531,Idehouse,252592928,Fernando,MAIA,Cidade da Maia,41.23704,-8.61067,Private room,60,1,3,2019-08-20,0.12,3,179
34022110,Metro Lapa House with sunny balcony,256891698,Sara,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1572,-8.61758,Entire home/apt,55,3,26,2020-02-22,0.99,1,277
34039895,Almada 4T . Calacatta Housing,198505038,Calacatta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14857,-8.61238,Entire home/apt,53,2,1,2019-05-27,0.04,6,361
34040076,La Suite Apartment - Cosy and quiet - City Center,101876710,Elisabeth,PORTO,Bonfim,41.147129,-8.601684,Entire home/apt,60,2,23,2020-09-03,0.91,1,81
34048783,Silva Escura Country House,257107065,Henrique,MAIA,Nogueira e Silva Escura,41.25815,-8.59098,Entire home/apt,150,3,3,2020-08-16,0.13,1,338
34056056,GUESTH4U - POVOA Design,5639436,Isa,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.37748,-8.75471,Entire home/apt,90,2,6,2021-01-30,0.26,23,196
34063473,TMB (Train / Metro & Bus) Oporto Station House,42455391,Nuno,PORTO,Campanhã,41.14734,-8.58773,Entire home/apt,180,1,2,2020-01-01,0.09,9,247
34063686,Aver o Mar,257227646,Filipe,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.4032,-8.77411,Entire home/apt,90,4,1,2020-08-12,0.09,1,153
34072687,Calua Apartment in Povoa de Varzim,44684123,Manuela,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.3893,-8.76745,Entire home/apt,115,2,2,2019-06-10,0.08,1,130
34074060,Avenue 1790,120835470,Pedro,PORTO,Lordelo do Ouro e Massarelos,41.16036,-8.64426,Entire home/apt,40,2,11,2019-06-16,0.41,2,282
34085753,Casa português no meia da cidade.,257387126,Luis Manuel,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18498,-8.61553,Private room,15,2,0,,,1,0
34085878,Aguda's Summer House • 4BD  +Barbecue  +Parking,100917523,Luís,PORTO,Lordelo do Ouro e Massarelos,41.15082,-8.65304,Entire home/apt,406,1,28,2019-07-14,1.07,19,62
34087653,Almada 3T . Calacatta Housing,198505038,Calacatta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14966,-8.61165,Entire home/apt,53,2,3,2021-06-06,0.12,6,137
34109596,1 bedroom-terrace-Marques.2ts,366676308,Alexandra,PORTO,Bonfim,41.16089,-8.60342,Entire home/apt,54,1,14,2021-07-04,1.07,3,314
34110670,Sol e mar,168124221,Helena,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38787,-8.76717,Private room,60,2,8,2019-09-08,0.31,2,355
34110939,2bedrooms-terrace-garden- 1st tras,366676308,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16043,-8.60503,Entire home/apt,79,1,42,2020-12-22,1.58,3,308
34113648,Leça Room,51258447,José,MATOSINHOS,Matosinhos e Leça da Palmeira,41.19772,-8.69483,Private room,55,2,6,2019-09-09,0.23,1,160
34118339,Lopinhos house II,32772523,Natercia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14199,-8.61353,Entire home/apt,50,2,25,2019-12-09,1.01,1,190
34127253,GuestReady - Modern Studio in Downtown Porto,402191311,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14212,-8.61347,Entire home/apt,42,2,28,2019-07-02,1.06,30,336
34136156,Bright2bedrooms apart. w/ parking option&panoramic,63061331,Mariana Costa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14517,-8.60733,Entire home/apt,79,2,65,2020-02-15,2.44,5,350
34141678,1 bedroom-marques-2ft,12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16176,-8.60508,Entire home/apt,49,1,17,2021-01-06,1.92,26,339
34142212,Cativo Apartment - Porto Downtown - Clean&Safe,257774488,Derek,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14471,-8.6094,Entire home/apt,58,2,41,2019-10-20,1.61,2,324
34142238,1 bedroom-marques-1ft,12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16034,-8.60446,Entire home/apt,51,1,10,2021-06-27,0.50,26,330
34142602,2 bedrooms-marques-privategarden-groundflooor,12897618,Mário,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1607,-8.60479,Entire home/apt,74,1,30,2021-01-21,1.47,26,318
34143092,studio-groundfloor-marques,12897618,Mário,PORTO,Bonfim,41.16223,-8.60302,Entire home/apt,36,1,8,2019-10-29,0.34,26,347
34143458,loft-marques-3rdfloor,12897618,Mário,PORTO,Bonfim,41.16013,-8.60373,Entire home/apt,51,1,16,2021-05-21,0.68,26,336
34143735,loft-gardenview-3ts,366676308,Alexandra,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16081,-8.60477,Entire home/apt,48,1,22,2021-06-19,0.93,3,332
34145401,Quarto duplo e confortável! Próximo ao metrô,16212670,Fabiane,PORTO,Paranhos,41.18319,-8.61141,Private room,18,2,2,2019-06-11,0.08,2,0
34148009,Amazing Room- Near Center,34862783,Elis House'S And Family,PORTO,Paranhos,41.16748,-8.59492,Private room,13,1,50,2019-10-20,1.92,5,0
34148921,"CASA DA FLOR
Estúdio para férias e fins de semana",257822107,Manuel Artur,VILA NOVA DE GAIA,Arcozelo,41.05796,-8.63804,Entire home/apt,40,1,18,2021-07-05,1.05,2,149
34151985,Merc Porto Cedofeita's Place,124699338,Merc,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15104,-8.61739,Entire home/apt,80,3,7,2019-07-17,0.70,10,60
34172765,"Florway II Apt, Balconies to Rua das Flores.",61948191,Fátima,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14452,-8.61179,Entire home/apt,60,1,87,2020-09-14,3.28,5,319
34174754,Camões Tranquility | Downtown Porto (free Parking),96831178,OportoHouses |,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15683,-8.61031,Entire home/apt,174,4,20,2020-08-15,0.77,15,173
34179353,OPORTO GUEST Loft 899,49819978,Oporto Guest,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15982,-8.6348,Entire home/apt,70,2,10,2020-01-07,0.43,23,357
34180466,Center Flat - Between river and sea | 1 to 6 pax,15282022,Nuno,VILA DO CONDE,Vila do Conde,41.35293,-8.74662,Entire home/apt,70,2,9,2021-06-06,0.77,2,305
34181347,Simple Living @Santa Catarina Porto,258070941,Carlos,PORTO,Bonfim,41.16032,-8.60329,Entire home/apt,41,2,88,2020-02-19,3.37,1,209
34194862,"Sleep a board a lovely boat | Porto, Afurada",196879918,António,VILA NOVA DE GAIA,Canidelo,41.14289,-8.64942,Entire home/apt,34,1,54,2020-02-25,2.44,1,337
34201577,Plan C Apartment,258214184,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15008,-8.6071,Entire home/apt,45,1,72,2020-02-17,2.71,1,0
34215620,Estudo acolhedor perto do Porto,258318413,Marcela,SÃO JOÃO DA MADEIRA,São João da Madeira,40.89684,-8.49325,Entire home/apt,35,2,29,2019-08-31,1.12,1,68
34215756,Private Countryside Villa near Porto - spa&pool,31685100,Manuel,PAREDES,Parada de Todeia,41.16773,-8.37208,Entire home/apt,214,2,64,2019-07-07,2.43,1,256
34216723,Apartamento Matosinhos Mar junto à praia!,258237321,João,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1739,-8.68901,Entire home/apt,76,2,31,2020-08-03,1.20,1,277
34220505,Porto By Douro Loft - Street view,99506142,Maria Manuel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13907,-8.61485,Entire home/apt,40,2,48,2020-03-13,1.92,2,131
34226096,Teresa's Charm | Porto Downtown Studio,96831178,OportoHouses |,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14716,-8.61454,Entire home/apt,100,8,10,2020-03-30,0.45,15,179
34227339,Porto 5.  Sunshine White Sands Surf Beach M1.5,39551356,Porto Je T'Aime,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18014,-8.6866,Private room,29,2,9,2019-09-23,0.34,23,7
34241973,Monsanto Apartment,194254339,Ana,PORTO,Paranhos,41.17282,-8.61852,Entire home/apt,85,1123,4,2019-07-11,0.16,2,177
34248447,Grandmother's House with Private Pool,255423922,Rodolfo,ESPINHO,Anta e Guetim,41.00852,-8.62598,Entire home/apt,82,2,1,2019-08-13,0.04,2,285
34249201,Mill House in Farm 4 km from Sea,255423922,Rodolfo,ESPINHO,Anta e Guetim,40.99558,-8.60618,Entire home/apt,89,2,0,,,2,261
34253168,"BRAND  NEW Studio @ Foz Velha, with A/C",77153972,Silvia & Edu,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15,-8.67485,Entire home/apt,72,1,29,2019-09-07,1.13,12,282
34277038,Downtown Historic Apartments - 4J,146581775,Flats4Rent,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14603,-8.60405,Entire home/apt,90,3,6,2021-01-02,0.66,22,273
34295123,Daisy’s House - stylish and central loft,24069677,Eva&Catarina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14918,-8.60449,Entire home/apt,65,1,66,2020-02-22,2.50,3,311
